month,commodity_name,avg_modal_price
2014-06-01,groundnut,3542.85
2014-06-01,coconut,5018.88
2014-06-01,coffee,13119.57
2014-06-01,tea,16672.84
2014-06-01,ginger(dry),9685.87
2014-06-01,turmeric,6283.21
2014-06-01,rice,2650.67
2014-06-01,sunflower,3091.34
2014-06-01,millets,1100.0
2014-06-01,cotton,4382.65
2014-07-01,sunflower,3219.05
2014-07-01,sugar,3479.08
2014-07-01,wheat,1545.7
2014-07-01,coffee,11154.6
2014-07-01,ginger(dry),9379.47
2014-07-01,coconut,5203.94
2014-07-01,cotton,4461.3
2014-07-01,turmeric,6550.71
2014-07-01,barley (jau),1234.45
2014-07-01,maize,1290.9
2014-07-01,tea,20001.37
2014-07-01,jowar(sorghum),2319.87
2014-07-01,millets,888.89
2014-07-01,rice,2660.12
2014-07-01,sugarcane,3500.0
2014-07-01,groundnut,3675.98
2014-08-01,wheat,1573.63
2014-08-01,tea,25984.78
2014-08-01,coffee,10367.5
2014-08-01,ginger(dry),8563.04
2014-08-01,millets,898.44
2014-08-01,groundnut,3968.91
2014-08-01,maize,1318.03
2014-08-01,coconut,11678.59
2014-08-01,sugar,3496.27
2014-08-01,cotton,4373.81
2014-08-01,sunflower,3358.7
2014-08-01,barley (jau),1278.49
2014-08-01,turmeric,6392.48
2014-08-01,jowar(sorghum),2244.58
2014-08-01,rice,2670.8
2014-09-01,jowar(sorghum),2058.68
2014-09-01,maize,1287.07
2014-09-01,rice,2659.17
2014-09-01,cotton,4205.03
2014-09-01,ginger(dry),6788.83
2014-09-01,tea,24533.96
2014-09-01,millets,950.78
2014-09-01,wheat,1635.58
2014-09-01,coffee,9914.93
2014-09-01,sugar,3457.77
2014-09-01,turmeric,6285.95
2014-09-01,sunflower,3208.18
2014-09-01,coconut,18212.24
2014-09-01,groundnut,3991.29
2014-09-01,barley (jau),1316.23
2014-10-01,millets,1390.38
2014-10-01,sugarcane,425.0
2014-10-01,coconut,18148.58
2014-10-01,tea,21381.89
2014-10-01,turmeric,6164.88
2014-10-01,jowar(sorghum),1861.33
2014-10-01,ginger(dry),5706.22
2014-10-01,wheat,1530.53
2014-10-01,sugar,3436.11
2014-10-01,barley (jau),1344.86
2014-10-01,maize,1238.12
2014-10-01,rice,2647.42
2014-10-01,coffee,11088.61
2014-10-01,groundnut,3921.19
2014-10-01,sunflower,3156.03
2014-10-01,cotton,4035.74
2014-11-01,rice,2651.45
2014-11-01,coffee,10938.83
2014-11-01,turmeric,6385.84
2014-11-01,ginger(dry),5250.52
2014-11-01,groundnut,3773.4
2014-11-01,sugar,3376.09
2014-11-01,cotton,3998.09
2014-11-01,barley (jau),1403.59
2014-11-01,sugarcane,336.0
2014-11-01,maize,1216.6
2014-11-01,coconut,24425.85
2014-11-01,millets,1413.46
2014-11-01,sunflower,3165.51
2014-11-01,wheat,1558.58
2014-11-01,tea,22105.93
2014-11-01,jowar(sorghum),1875.3
2014-12-01,barley (jau),1449.81
2014-12-01,coconut,15242.78
2014-12-01,ginger(dry),4648.05
2014-12-01,wheat,1571.9
2014-12-01,jowar(sorghum),1884.73
2014-12-01,turmeric,6645.79
2014-12-01,rice,2558.1
2014-12-01,coffee,10283.8
2014-12-01,sugar,3268.0
2014-12-01,sugarcane,230.0
2014-12-01,maize,1217.7
2014-12-01,groundnut,3770.58
2014-12-01,millets,1300.0
2014-12-01,sunflower,3194.35
2014-12-01,tea,22875.67
2014-12-01,cotton,4014.31
2015-01-01,ginger(dry),4504.96
2015-01-01,sugarcane,780.0
2015-01-01,barley (jau),1507.13
2015-01-01,coffee,10652.43
2015-01-01,wheat,1622.55
2015-01-01,turmeric,7246.61
2015-01-01,millets,1525.59
2015-01-01,sunflower,3227.93
2015-01-01,tea,23181.34
2015-01-01,groundnut,4048.27
2015-01-01,coconut,6806.16
2015-01-01,rice,2530.31
2015-01-01,cotton,4003.43
2015-01-01,sugar,3252.44
2015-01-01,maize,1246.63
2015-01-01,jowar(sorghum),2076.56
2015-02-01,jowar(sorghum),2039.73
2015-02-01,maize,1262.78
2015-02-01,sunflower,3241.73
2015-02-01,ginger(dry),4591.02
2015-02-01,turmeric,7017.48
2015-02-01,groundnut,4241.66
2015-02-01,sugar,3190.47
2015-02-01,barley (jau),1512.07
2015-02-01,sugarcane,234.38
2015-02-01,cotton,3925.89
2015-02-01,millets,1253.7
2015-02-01,wheat,1590.13
2015-02-01,tea,22634.72
2015-02-01,coconut,5484.35
2015-02-01,rice,2509.01
2015-02-01,coffee,10426.44
2015-03-01,jowar(sorghum),1956.91
2015-03-01,barley (jau),1294.66
2015-03-01,wheat,1558.81
2015-03-01,turmeric,7391.7
2015-03-01,sugar,3169.32
2015-03-01,sunflower,3193.09
2015-03-01,sugarcane,250.76
2015-03-01,tea,22713.53
2015-03-01,millets,1369.22
2015-03-01,maize,1293.69
2015-03-01,groundnut,4295.3
2015-03-01,cotton,3942.77
2015-03-01,coconut,5572.48
2015-03-01,rice,2522.88
2015-03-01,ginger(dry),4993.88
2015-03-01,coffee,9986.54
2015-04-01,coffee,10625.34
2015-04-01,tea,23728.94
2015-04-01,wheat,1526.3
2015-04-01,barley (jau),1120.7
2015-04-01,maize,1296.07
2015-04-01,cotton,4106.35
2015-04-01,sugarcane,251.11
2015-04-01,groundnut,4375.64
2015-04-01,sunflower,3170.28
2015-04-01,ginger(dry),4917.53
2015-04-01,rice,2489.54
2015-04-01,millets,1435.57
2015-04-01,coconut,5612.26
2015-04-01,sugar,3051.14
2015-04-01,turmeric,7442.53
2015-04-01,jowar(sorghum),1954.15
2015-05-01,sugar,2995.65
2015-05-01,tea,24621.03
2015-05-01,cotton,4089.58
2015-05-01,turmeric,7260.19
2015-05-01,sunflower,3282.85
2015-05-01,groundnut,4612.66
2015-05-01,wheat,1523.75
2015-05-01,sugarcane,671.43
2015-05-01,coffee,9813.81
2015-05-01,coconut,5401.64
2015-05-01,millets,1475.58
2015-05-01,ginger(dry),5420.15
2015-05-01,maize,1284.25
2015-05-01,rice,2501.36
2015-05-01,jowar(sorghum),1938.46
2015-05-01,barley (jau),1180.31
2015-06-01,coconut,5176.22
2015-06-01,wheat,1531.15
2015-06-01,sunflower,3262.38
2015-06-01,millets,1306.12
2015-06-01,turmeric,7195.4
2015-06-01,sugar,2988.8
2015-06-01,tea,22591.0
2015-06-01,cotton,4018.68
2015-06-01,maize,1282.68
2015-06-01,ginger(dry),6151.84
2015-06-01,groundnut,4816.66
2015-06-01,barley (jau),1182.17
2015-06-01,rice,2549.67
2015-06-01,jowar(sorghum),2122.4
2015-06-01,sugarcane,488.33
2015-06-01,coffee,9427.23
2015-07-01,coffee,10157.48
2015-07-01,sugar,2836.45
2015-07-01,rice,2583.5
2015-07-01,cotton,4005.56
2015-07-01,sunflower,3543.94
2015-07-01,sugarcane,422.5
2015-07-01,turmeric,7143.42
2015-07-01,ginger(dry),6411.56
2015-07-01,jowar(sorghum),1945.88
2015-07-01,tea,23362.06
2015-07-01,barley (jau),1181.23
2015-07-01,groundnut,4797.52
2015-07-01,maize,1316.21
2015-07-01,wheat,1531.83
2015-07-01,coconut,5042.63
2015-07-01,millets,1377.83
2015-08-01,tea,23807.62
2015-08-01,turmeric,7031.79
2015-08-01,sugarcane,235.0
2015-08-01,cotton,4008.29
2015-08-01,groundnut,4857.92
2015-08-01,sugar,2788.45
2015-08-01,coconut,5409.96
2015-08-01,sunflower,3380.1
2015-08-01,jowar(sorghum),1873.77
2015-08-01,ginger(dry),5467.43
2015-08-01,barley (jau),1194.62
2015-08-01,maize,1352.01
2015-08-01,coffee,9305.36
2015-08-01,wheat,1535.24
2015-08-01,millets,1668.29
2015-08-01,rice,2554.54
2015-09-01,millets,1808.16
2015-09-01,rice,2582.35
2015-09-01,sunflower,3458.09
2015-09-01,maize,1405.0
2015-09-01,turmeric,7372.74
2015-09-01,groundnut,4932.88
2015-09-01,cotton,4077.37
2015-09-01,sugar,2850.43
2015-09-01,jowar(sorghum),1838.65
2015-09-01,barley (jau),1228.99
2015-09-01,coffee,8995.65
2015-09-01,wheat,1556.85
2015-09-01,ginger(dry),5012.78
2015-09-01,tea,23806.32
2015-09-01,coconut,8316.5
2015-10-01,cotton,4153.74
2015-10-01,maize,1375.91
2015-10-01,sunflower,3575.3
2015-10-01,turmeric,7475.71
2015-10-01,tea,24158.82
2015-10-01,ginger(dry),4651.78
2015-10-01,sugar,2941.66
2015-10-01,coffee,9365.57
2015-10-01,millets,1943.51
2015-10-01,jowar(sorghum),1754.97
2015-10-01,barley (jau),1307.86
2015-10-01,coconut,9478.62
2015-10-01,rice,2598.12
2015-10-01,groundnut,4413.58
2015-10-01,wheat,1620.94
2015-11-01,groundnut,4155.82
2015-11-01,sunflower,3674.04
2015-11-01,sugar,2981.68
2015-11-01,tea,27046.15
2015-11-01,coconut,13509.03
2015-11-01,rice,2601.59
2015-11-01,wheat,1644.58
2015-11-01,jowar(sorghum),1814.26
2015-11-01,coffee,9072.97
2015-11-01,barley (jau),1370.08
2015-11-01,sugarcane,378.57
2015-11-01,cotton,4107.74
2015-11-01,ginger(dry),4647.9
2015-11-01,maize,1397.88
2015-11-01,turmeric,8061.28
2015-11-01,millets,1900.56
2015-12-01,sugar,3028.65
2015-12-01,wheat,1671.4
2015-12-01,jowar(sorghum),1995.37
2015-12-01,cotton,4273.45
2015-12-01,coconut,7389.26
2015-12-01,tea,28478.38
2015-12-01,turmeric,8589.73
2015-12-01,millets,1602.61
2015-12-01,ginger(dry),4306.29
2015-12-01,barley (jau),1413.9
2015-12-01,coffee,6787.5
2015-12-01,maize,1437.79
2015-12-01,sunflower,3621.76
2015-12-01,sugarcane,941.44
2015-12-01,rice,2637.06
2015-12-01,groundnut,4238.32
2016-01-01,coconut,5501.63
2016-01-01,barley (jau),1469.23
2016-01-01,sunflower,3650.66
2016-01-01,jowar(sorghum),1977.03
2016-01-01,rice,2614.46
2016-01-01,cotton,4438.02
2016-01-01,groundnut,4347.25
2016-01-01,ginger(dry),4202.19
2016-01-01,millets,1608.89
2016-01-01,tea,27890.7
2016-01-01,sugarcane,369.92
2016-01-01,maize,1448.13
2016-01-01,sugar,3164.54
2016-01-01,turmeric,8350.63
2016-01-01,wheat,1700.67
2016-01-01,coffee,6512.5
2016-02-01,ginger(dry),4038.49
2016-02-01,sugarcane,309.07
2016-02-01,coconut,4010.99
2016-02-01,wheat,1704.4
2016-02-01,jowar(sorghum),1968.46
2016-02-01,cotton,4357.39
2016-02-01,tea,27755.81
2016-02-01,barley (jau),1465.16
2016-02-01,turmeric,8420.92
2016-02-01,groundnut,4424.2
2016-02-01,millets,1387.74
2016-02-01,rice,2610.14
2016-02-01,sunflower,3668.08
2016-02-01,maize,1447.6
2016-02-01,sugar,3234.93
2016-02-01,coffee,6571.85
2016-03-01,sugarcane,337.93
2016-03-01,wheat,1687.5
2016-03-01,barley (jau),1367.35
2016-03-01,rice,2596.18
2016-03-01,maize,1445.97
2016-03-01,cotton,4278.23
2016-03-01,coconut,4119.43
2016-03-01,sunflower,3598.15
2016-03-01,jowar(sorghum),1949.72
2016-03-01,ginger(dry),4053.38
2016-03-01,tea,28336.67
2016-03-01,sugar,3320.86
2016-03-01,millets,1618.75
2016-03-01,coffee,6058.56
2016-03-01,groundnut,4648.58
2016-03-01,turmeric,8568.09
2016-04-01,groundnut,4887.89
2016-04-01,millets,1697.41
2016-04-01,maize,1429.5
2016-04-01,rice,2556.15
2016-04-01,tea,28500.0
2016-04-01,wheat,1630.96
2016-04-01,coffee,6418.42
2016-04-01,cotton,4349.16
2016-04-01,jowar(sorghum),1975.91
2016-04-01,sugar,3623.35
2016-04-01,barley (jau),1425.96
2016-04-01,sugarcane,476.75
2016-04-01,ginger(dry),3890.89
2016-04-01,coconut,11637.19
2016-04-01,turmeric,8477.32
2016-04-01,sunflower,3609.43
2016-05-01,barley (jau),1493.69
2016-05-01,jowar(sorghum),1990.82
2016-05-01,sugarcane,396.88
2016-05-01,millets,1822.44
2016-05-01,sunflower,3462.84
2016-05-01,coffee,6745.08
2016-05-01,coconut,3811.79
2016-05-01,wheat,1663.35
2016-05-01,rice,2603.89
2016-05-01,cotton,4403.85
2016-05-01,ginger(dry),4255.87
2016-05-01,tea,28839.71
2016-05-01,maize,1445.77
2016-05-01,groundnut,5074.79
2016-05-01,sugar,3785.93
2016-05-01,turmeric,8346.64
2016-06-01,jowar(sorghum),1989.92
2016-06-01,coconut,3684.68
2016-06-01,maize,1517.49
2016-06-01,barley (jau),1566.53
2016-06-01,sunflower,3354.23
2016-06-01,turmeric,8198.0
2016-06-01,sugarcane,410.37
2016-06-01,millets,1385.0
2016-06-01,coffee,7474.63
2016-06-01,cotton,4535.75
2016-06-01,rice,2689.31
2016-06-01,tea,27556.41
2016-06-01,wheat,1729.18
2016-06-01,sugar,3801.51
2016-06-01,groundnut,5235.79
2016-06-01,ginger(dry),4687.91
2016-07-01,coconut,3502.41
2016-07-01,sugar,3895.87
2016-07-01,turmeric,8005.29
2016-07-01,coffee,7638.77
2016-07-01,jowar(sorghum),1955.56
2016-07-01,groundnut,5279.69
2016-07-01,ginger(dry),4789.43
2016-07-01,tea,29017.86
2016-07-01,barley (jau),1588.96
2016-07-01,maize,1567.04
2016-07-01,sunflower,3521.24
2016-07-01,sugarcane,361.18
2016-07-01,wheat,1740.92
2016-07-01,rice,2713.33
2016-07-01,millets,1560.48
2016-07-01,cotton,4757.12
2016-08-01,sugarcane,396.67
2016-08-01,maize,1568.38
2016-08-01,coconut,3663.18
2016-08-01,turmeric,7776.38
2016-08-01,ginger(dry),4551.5
2016-08-01,rice,2814.89
2016-08-01,cotton,4741.9
2016-08-01,barley (jau),1634.39
2016-08-01,millets,2024.17
2016-08-01,jowar(sorghum),1862.69
2016-08-01,sunflower,3577.36
2016-08-01,sugar,3938.02
2016-08-01,groundnut,5240.95
2016-08-01,tea,28241.18
2016-08-01,coffee,8719.38
2016-08-01,wheat,1752.82
2016-09-01,rice,2723.31
2016-09-01,sunflower,3410.58
2016-09-01,tea,29321.43
2016-09-01,barley (jau),1639.72
2016-09-01,sugar,3942.17
2016-09-01,cotton,4759.27
2016-09-01,jowar(sorghum),1817.18
2016-09-01,ginger(dry),4053.23
2016-09-01,turmeric,7453.59
2016-09-01,groundnut,4710.31
2016-09-01,coffee,9200.91
2016-09-01,maize,1534.8
2016-09-01,coconut,5285.95
2016-09-01,millets,1599.91
2016-09-01,wheat,1746.23
2016-10-01,wheat,1760.93
2016-10-01,ginger(dry),3737.72
2016-10-01,coconut,5535.57
2016-10-01,maize,1419.52
2016-10-01,tea,29495.24
2016-10-01,groundnut,4456.1
2016-10-01,jowar(sorghum),1681.22
2016-10-01,sugarcane,4000.0
2016-10-01,cotton,4654.78
2016-10-01,sugar,3960.8
2016-10-01,millets,1670.4
2016-10-01,sunflower,3300.21
2016-10-01,barley (jau),1665.75
2016-10-01,coffee,9652.08
2016-10-01,rice,2741.24
2016-10-01,turmeric,7554.52
2016-11-01,millets,1645.71
2016-11-01,coconut,7180.92
2016-11-01,ginger(dry),3470.18
2016-11-01,sugar,3971.44
2016-11-01,barley (jau),1770.8
2016-11-01,turmeric,7636.55
2016-11-01,tea,29502.38
2016-11-01,groundnut,4409.04
2016-11-01,rice,2743.5
2016-11-01,wheat,1906.67
2016-11-01,jowar(sorghum),1761.65
2016-11-01,coffee,8767.83
2016-11-01,maize,1380.87
2016-11-01,sugarcane,3015.79
2016-11-01,cotton,4713.4
2016-11-01,sunflower,3289.74
2016-12-01,sugar,3942.33
2016-12-01,wheat,1907.5
2016-12-01,maize,1390.49
2016-12-01,coffee,8608.94
2016-12-01,ginger(dry),3300.26
2016-12-01,cotton,4797.42
2016-12-01,barley (jau),1819.14
2016-12-01,coconut,3948.84
2016-12-01,tea,29174.0
2016-12-01,rice,2716.73
2016-12-01,jowar(sorghum),1835.2
2016-12-01,groundnut,4378.24
2016-12-01,sunflower,3260.13
2016-12-01,millets,1549.75
2016-12-01,turmeric,7860.86
2016-12-01,sugarcane,2964.29
2017-01-01,jowar(sorghum),1875.71
2017-01-01,millets,1614.76
2017-01-01,turmeric,7556.13
2017-01-01,sugar,3961.32
2017-01-01,cotton,5161.37
2017-01-01,sunflower,3197.23
2017-01-01,groundnut,4475.27
2017-01-01,coconut,7898.11
2017-01-01,barley (jau),1825.51
2017-01-01,rice,2672.57
2017-01-01,sugarcane,228.33
2017-01-01,wheat,1888.46
2017-01-01,ginger(dry),3308.91
2017-01-01,maize,1416.83
2017-01-01,tea,28514.29
2017-01-01,coffee,8453.85
2017-02-01,sunflower,3148.73
2017-02-01,groundnut,4460.56
2017-02-01,coconut,4517.4
2017-02-01,turmeric,7669.6
2017-02-01,millets,1461.61
2017-02-01,tea,28560.61
2017-02-01,cotton,5314.33
2017-02-01,coffee,8955.56
2017-02-01,wheat,1837.55
2017-02-01,rice,2690.47
2017-02-01,sugarcane,230.0
2017-02-01,barley (jau),1802.67
2017-02-01,jowar(sorghum),1967.76
2017-02-01,ginger(dry),3387.02
2017-02-01,maize,1431.6
2017-02-01,sugar,4021.35
2017-03-01,coffee,8829.37
2017-03-01,sugarcane,415.33
2017-03-01,groundnut,4817.96
2017-03-01,jowar(sorghum),1882.19
2017-03-01,tea,29525.0
2017-03-01,maize,1427.25
2017-03-01,turmeric,7250.84
2017-03-01,coconut,4677.61
2017-03-01,millets,1690.0
2017-03-01,rice,2716.14
2017-03-01,sunflower,3064.36
2017-03-01,barley (jau),1473.98
2017-03-01,ginger(dry),3421.32
2017-03-01,wheat,1722.02
2017-03-01,sugar,4049.19
2017-03-01,cotton,5257.43
2017-04-01,sunflower,2992.86
2017-04-01,millets,1800.0
2017-04-01,turmeric,6645.15
2017-04-01,rice,2731.93
2017-04-01,jowar(sorghum),1858.51
2017-04-01,sugar,4076.38
2017-04-01,groundnut,4935.49
2017-04-01,barley (jau),1439.62
2017-04-01,coffee,8684.34
2017-04-01,wheat,1677.46
2017-04-01,maize,1425.32
2017-04-01,coconut,12571.22
2017-04-01,cotton,5086.18
2017-04-01,tea,29326.09
2017-04-01,sugarcane,410.0
2017-04-01,ginger(dry),3221.55
2017-05-01,turmeric,6209.14
2017-05-01,coconut,5921.77
2017-05-01,ginger(dry),3379.08
2017-05-01,tea,29500.0
2017-05-01,rice,2759.07
2017-05-01,maize,1421.72
2017-05-01,wheat,1671.64
2017-05-01,barley (jau),1424.08
2017-05-01,millets,1855.23
2017-05-01,coffee,8588.35
2017-05-01,cotton,4822.04
2017-05-01,sunflower,3011.7
2017-05-01,sugarcane,240.0
2017-05-01,sugar,4085.98
2017-05-01,jowar(sorghum),1817.63
2017-05-01,groundnut,4788.47
2017-06-01,groundnut,4461.43
2017-06-01,cotton,4683.6
2017-06-01,wheat,1648.55
2017-06-01,sugarcane,236.67
2017-06-01,barley (jau),1406.06
2017-06-01,jowar(sorghum),1832.02
2017-06-01,sunflower,2810.35
2017-06-01,ginger(dry),3583.66
2017-06-01,sugar,4089.34
2017-06-01,rice,2767.61
2017-06-01,turmeric,6217.96
2017-06-01,coconut,5745.26
2017-06-01,millets,1560.94
2017-06-01,tea,29576.92
2017-06-01,maize,1392.3
2017-06-01,coffee,8591.35
2017-07-01,tea,29362.07
2017-07-01,rice,2762.76
2017-07-01,sunflower,2946.67
2017-07-01,coffee,8332.65
2017-07-01,millets,1549.85
2017-07-01,groundnut,4399.93
2017-07-01,maize,1391.81
2017-07-01,wheat,1640.19
2017-07-01,jowar(sorghum),1830.21
2017-07-01,sugar,4113.86
2017-07-01,barley (jau),1409.08
2017-07-01,ginger(dry),4007.62
2017-07-01,coconut,5114.42
2017-07-01,cotton,4672.31
2017-07-01,turmeric,6967.42
2017-07-01,sugarcane,230.0
2017-08-01,jowar(sorghum),1914.08
2017-08-01,groundnut,4266.26
2017-08-01,cotton,4605.47
2017-08-01,sunflower,3175.05
2017-08-01,ginger(dry),4071.16
2017-08-01,barley (jau),1405.85
2017-08-01,maize,1387.85
2017-08-01,wheat,1647.98
2017-08-01,tea,28033.33
2017-08-01,rice,2767.43
2017-08-01,coconut,5477.33
2017-08-01,coffee,9160.31
2017-08-01,sugar,4182.09
2017-08-01,millets,1723.85
2017-08-01,sugarcane,230.0
2017-08-01,turmeric,7498.0
2017-09-01,cotton,4364.65
2017-09-01,wheat,1639.31
2017-09-01,maize,1351.91
2017-09-01,sugar,4151.14
2017-09-01,barley (jau),1424.28
2017-09-01,jowar(sorghum),1809.59
2017-09-01,ginger(dry),3900.13
2017-09-01,coffee,9890.36
2017-09-01,tea,29615.38
2017-09-01,groundnut,3987.48
2017-09-01,rice,2748.8
2017-09-01,coconut,5816.11
2017-09-01,turmeric,7534.19
2017-09-01,millets,1782.67
2017-09-01,sunflower,3061.51
2017-10-01,tea,30000.0
2017-10-01,coconut,6393.45
2017-10-01,wheat,1638.26
2017-10-01,groundnut,4021.19
2017-10-01,sugar,4156.02
2017-10-01,maize,1277.21
2017-10-01,sunflower,2905.02
2017-10-01,barley (jau),1424.81
2017-10-01,rice,2775.46
2017-10-01,jowar(sorghum),1643.89
2017-10-01,ginger(dry),3942.49
2017-10-01,millets,1570.76
2017-10-01,coffee,9089.91
2017-10-01,cotton,4413.19
2017-10-01,turmeric,7481.9
2017-11-01,rice,2802.52
2017-11-01,sugar,4146.76
2017-11-01,millets,1539.63
2017-11-01,coconut,6759.09
2017-11-01,coffee,8898.18
2017-11-01,cotton,4448.5
2017-11-01,ginger(dry),3566.18
2017-11-01,maize,1224.57
2017-11-01,turmeric,7539.9
2017-11-01,jowar(sorghum),1636.96
2017-11-01,sunflower,2845.47
2017-11-01,barley (jau),1444.27
2017-11-01,sugarcane,2650.0
2017-11-01,groundnut,3925.98
2017-11-01,wheat,1657.94
2017-11-01,tea,29507.89
2017-12-01,barley (jau),1468.67
2017-12-01,coconut,7093.23
2017-12-01,cotton,4750.75
2017-12-01,wheat,1662.37
2017-12-01,millets,1649.37
2017-12-01,ginger(dry),3308.97
2017-12-01,maize,1240.38
2017-12-01,sunflower,2904.11
2017-12-01,coffee,8950.95
2017-12-01,sugar,4044.64
2017-12-01,turmeric,7603.55
2017-12-01,tea,29500.0
2017-12-01,groundnut,4001.41
2017-12-01,rice,2762.88
2017-12-01,jowar(sorghum),1683.29
2018-01-01,sugarcane,250.0
2018-01-01,coffee,8880.0
2018-01-01,wheat,1677.17
2018-01-01,tea,27555.56
2018-01-01,barley (jau),1478.59
2018-01-01,maize,1247.34
2018-01-01,rice,2740.63
2018-01-01,ginger(dry),3433.37
2018-01-01,cotton,4931.95
2018-01-01,sugar,3949.36
2018-01-01,jowar(sorghum),1740.83
2018-01-01,millets,1626.02
2018-01-01,sunflower,2948.08
2018-01-01,groundnut,3923.99
2018-01-01,coconut,7092.66
2018-01-01,turmeric,7576.56
2018-02-01,sugarcane,256.0
2018-02-01,coffee,9008.16
2018-02-01,sugar,3840.83
2018-02-01,millets,1584.42
2018-02-01,tea,29500.0
2018-02-01,groundnut,3898.1
2018-02-01,sunflower,3149.15
2018-02-01,rice,2761.51
2018-02-01,ginger(dry),3490.85
2018-02-01,jowar(sorghum),1800.02
2018-02-01,maize,1254.13
2018-02-01,cotton,4723.76
2018-02-01,coconut,7039.8
2018-02-01,wheat,1678.3
2018-02-01,barley (jau),1471.74
2018-02-01,turmeric,7663.22
2018-03-01,tea,29500.0
2018-03-01,rice,2766.74
2018-03-01,maize,1244.13
2018-03-01,barley (jau),1349.71
2018-03-01,sunflower,3183.34
2018-03-01,cotton,4542.27
2018-03-01,groundnut,3890.13
2018-03-01,ginger(dry),3631.08
2018-03-01,jowar(sorghum),1747.59
2018-03-01,wheat,1702.47
2018-03-01,coffee,9080.73
2018-03-01,sugarcane,250.56
2018-03-01,sugar,3796.59
2018-03-01,coconut,6841.18
2018-03-01,millets,1601.89
2018-03-01,turmeric,7321.29
2018-04-01,jowar(sorghum),1700.87
2018-04-01,rice,2728.02
2018-04-01,cotton,4448.41
2018-04-01,turmeric,7231.68
2018-04-01,coffee,7342.5
2018-04-01,groundnut,3770.87
2018-04-01,sugarcane,260.0
2018-04-01,ginger(dry),3900.76
2018-04-01,sugar,3689.31
2018-04-01,wheat,1729.73
2018-04-01,coconut,5977.36
2018-04-01,sunflower,3147.18
2018-04-01,millets,1640.12
2018-04-01,barley (jau),1323.3
2018-04-01,maize,1253.78
2018-05-01,sugar,3490.38
2018-05-01,coconut,6417.7
2018-05-01,groundnut,3661.29
2018-05-01,turmeric,7796.29
2018-05-01,maize,1277.06
2018-05-01,millets,1700.55
2018-05-01,ginger(dry),5635.88
2018-05-01,coffee,7455.76
2018-05-01,jowar(sorghum),1749.07
2018-05-01,tea,29708.33
2018-05-01,wheat,1749.48
2018-05-01,barley (jau),1358.25
2018-05-01,sunflower,3073.5
2018-05-01,cotton,4479.4
2018-05-01,rice,2792.35
2018-06-01,millets,1735.32
2018-06-01,maize,1297.7
2018-06-01,turmeric,7530.93
2018-06-01,ginger(dry),5844.61
2018-06-01,groundnut,3624.25
2018-06-01,coconut,6338.58
2018-06-01,barley (jau),1397.49
2018-06-01,jowar(sorghum),1903.78
2018-06-01,cotton,4738.92
2018-06-01,sugarcane,230.0
2018-06-01,tea,29282.61
2018-06-01,coffee,8284.16
2018-06-01,sugar,3541.88
2018-06-01,sunflower,3150.65
2018-06-01,rice,2796.17
2018-06-01,wheat,1756.9
2018-07-01,sunflower,3263.76
2018-07-01,groundnut,3745.22
2018-07-01,tea,29916.67
2018-07-01,coconut,6849.31
2018-07-01,cotton,4747.39
2018-07-01,coffee,8832.28
2018-07-01,sugar,3706.51
2018-07-01,sugarcane,230.0
2018-07-01,turmeric,7279.99
2018-07-01,millets,1775.09
2018-07-01,rice,2820.44
2018-07-01,barley (jau),1460.95
2018-07-01,maize,1313.76
2018-07-01,jowar(sorghum),1954.42
2018-07-01,ginger(dry),6048.26
2018-07-01,wheat,1804.62
2018-08-01,coconut,7209.99
2018-08-01,barley (jau),1510.52
2018-08-01,turmeric,7088.19
2018-08-01,millets,1780.16
2018-08-01,sunflower,3437.35
2018-08-01,rice,2825.6
2018-08-01,tea,29391.3
2018-08-01,ginger(dry),5948.7
2018-08-01,groundnut,4082.26
2018-08-01,coffee,11073.5
2018-08-01,maize,1353.57
2018-08-01,cotton,4888.59
2018-08-01,wheat,1869.65
2018-08-01,jowar(sorghum),1975.92
2018-08-01,sugar,3787.8
2018-08-01,sugarcane,230.0
2018-09-01,sugar,3724.72
2018-09-01,sunflower,3675.15
2018-09-01,cotton,5023.25
2018-09-01,tea,30250.0
2018-09-01,coffee,9804.62
2018-09-01,groundnut,4131.13
2018-09-01,coconut,8322.44
2018-09-01,turmeric,6976.59
2018-09-01,wheat,1877.19
2018-09-01,rice,2783.13
2018-09-01,barley (jau),1548.39
2018-09-01,millets,1800.34
2018-09-01,ginger(dry),5730.63
2018-09-01,maize,1383.72
2018-09-01,jowar(sorghum),1853.46
2018-10-01,wheat,1899.07
2018-10-01,ginger(dry),6146.07
2018-10-01,sugar,3669.8
2018-10-01,groundnut,4214.42
2018-10-01,coconut,18875.76
2018-10-01,coffee,10767.53
2018-10-01,jowar(sorghum),1975.27
2018-10-01,maize,1394.96
2018-10-01,sugarcane,15.0
2018-10-01,millets,1682.4
2018-10-01,barley (jau),1578.14
2018-10-01,rice,2769.43
2018-10-01,sunflower,3603.1
2018-10-01,turmeric,6842.0
2018-10-01,cotton,5343.13
2018-11-01,turmeric,7097.79
2018-11-01,groundnut,4335.7
2018-11-01,maize,1426.14
2018-11-01,millets,1704.76
2018-11-01,ginger(dry),6524.46
2018-11-01,rice,2755.73
2018-11-01,coconut,16225.37
2018-11-01,cotton,5498.25
2018-11-01,barley (jau),1641.34
2018-11-01,sunflower,3696.37
2018-11-01,wheat,1934.13
